SMRS / Project ID,Director,STET SPOC,Program Manager,STET Funnel Project Title,AOS Impact  (Enter €0 if not AOS Project),QN Reduction Impact (Enter €0 if not CONQ Project),"Project Type (PRODUCTIVITY, AOS, LCM, NPI, CART PDC, TEST ENG, CONQ, IGM)","Procurement Type (PROCUREMENT, TCO, N/A)","Savings Type (TCO, CONCEPT, SOURCING, NEGO, NON_12NC, NPP, CONQ, FCP & PPV)",Commodity,BU,Cluster,Current IL,IL5 Date,%23 Parts of Dual Sourced,2019 Actual (Euro),2020 Actual (Euro),2021 Actual (Euro),2022 Funnel (Euro),2022 Actual (Euro),2023 Funnel (Euro),2023 Actual (Euro),2024 Funnel (Euro),2024 Actual (Euro),2025 Funnel (Euro),2025 Actual (Euro),2026 Funnel (Euro),2026 Actual (Euro),2027 Funnel (Euro),2027 Actual (Euro),2028 Funnel (Euro),2028 Actual (Euro),Impacted Parts Added? (YES_NO_N/A) Needs to be YES or N/A for all IL5 Projects,Are Any STET SQE Resources Applied to Project? (YES_NO_N/A),Week,Comments / Challenges,FTE STET SPOC (Text),FTE Project Title (Text),FTE Director (Text),FTE Procurement Type (Text),FTE Project Type (Text),FTE Savings Type (Text),FTE Commodity (Text),FTE BU (Text),FTE Cluster (Text),FTE Current IL (Text),Project ID_Description,ID,New,NewItemID,Created,Modified,Modified By,SourceID,Is Active
DCR#14282,Phil,Steven Mroch,Krishna Prasad,Label Update for Trilogy Nurse Call Adapter Cable,€ 0,€ 0,LCM,N/A,SOURCING,Mechanical Parts & Assemblies,SRC,CC,IL5,6/16/2025,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,,,N/A,NO,23,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=6109"">View Entries</a>",Steven Mroch,Label Update for Trilogy Nurse Call Adapter Cable,Phil,N/A,LCM,SOURCING,Mechanical Parts & Assemblies,SRC,CC,IL5,DCR#14282=Label Update for Trilogy Nurse Call Adapter Cable,6109,0,,4/26/2024 3:11 AM,6/10/2026 5:15 AM,"Kumari, Supriya",Lists%252fFunnel%2bManagement%2bList%252f8302_.000,Yes
DCR#12634,Phil,Steven Mroch,Krishna Prasad,Update documentation in SAP for SimplyGo and SimplyGo Mini Battery Charger Kits,€ 0,€ 0,LCM,N/A,SOURCING,Mechanical Parts & Assemblies,SRC,CC,IL5,12/31/2025,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,,,N/A,NO,23,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=6110"">View Entries</a>",Steven Mroch,Update documentation in SAP for SimplyGo and SimplyGo Mini Battery Charger Kits,Phil,N/A,LCM,SOURCING,Mechanical Parts & Assemblies,SRC,CC,IL5,DCR#12634=Update documentation in SAP for SimplyGo and SimplyGo Mini Battery Charger Kits,6110,0,,4/26/2024 3:11 AM,6/10/2026 5:15 AM,"Kumari, Supriya",Lists%252fFunnel%2bManagement%2bList%252f8301_.000,Yes
DCR#14195,Phil,Steven Mroch,Krishna Prasad,EverFlo Kinked Tubing solution,€ 0,€ 0,LCM,N/A,SOURCING,Mechanical Parts & Assemblies,SRC,CC,IL5,2/28/2025,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,,,N/A,NO,23,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=6113"">View Entries</a>",Steven Mroch,EverFlo Kinked Tubing solution,Phil,N/A,LCM,SOURCING,Mechanical Parts & Assemblies,SRC,CC,IL5,DCR#14195=EverFlo Kinked Tubing solution,6113,0,,4/26/2024 3:11 AM,6/10/2026 5:15 AM,"Kumari, Supriya",Lists%252fFunnel%2bManagement%2bList%252f8298_.000,Yes
DCR#12990,Phil,Steven Mroch,Krishna Prasad,SMC CR ProTech Test Parameters,€ 0,€ 0,LCM,N/A,SOURCING,Key Components & Electronics,SRC,CC,IL5,12/31/2026,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,,,N/A,NO,27,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=6118"">View Entries</a>",Steven Mroch,SMC CR ProTech Test Parameters,Phil,N/A,LCM,SOURCING,Key Components & Electronics,SRC,CC,IL5,DCR#12990=SMC CR ProTech Test Parameters,6118,0,,4/26/2024 3:12 AM,7/10/2026 1:08 AM,"Kumari, Supriya",Lists%252fFunnel%2bManagement%2bList%252f8293_.000,Yes
38100,Phil,Jidhish Sidharthan,Jidhish Sidharthan,A2K_Alternate supplier for control panel,€ 0,€ 0,PRODUCTIVITY,PROCUREMENT,CONCEPT,Key Components & Electronics,US,PD,IL3,12/31/2026,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,"€ 231,822.00",€ 0.00,"€ 231,822",€ 0,,,N/A,N/A,27,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=6119"">View Entries</a>",Jidhish Sidharthan,A2K_Alternate supplier for control panel,Phil,PROCUREMENT,PRODUCTIVITY,CONCEPT,Key Components & Electronics,US,PD,IL3,38100=A2K_Alternate supplier for control panel,6119,0,,4/26/2024 3:12 AM,7/9/2026 6:16 AM,"Kumari, Supriya",Lists%252fFunnel%2bManagement%2bList%252f8292_.000,Yes
38882,Nishant,Steven Mroch,Fernando Amaya,Sensor Charge Adapter Packaging Improvement,€ 0,€ 0,PRODUCTIVITY,TCO,TCO,Medical ODM Markets,AM&D,CC,ILR,1/30/2025,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,"€ 148,499",€ 0.00,€ 0.00,€ 0,€ 0,,,N/A,N/A,24,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=6120"">View Entries</a>",Steven Mroch,Sensor Charge Adapter Packaging Improvement,Nishant,TCO,PRODUCTIVITY,TCO,Medical ODM Markets,AM&D,CC,ILR,38882=Sensor Charge Adapter Packaging Improvement,6120,0,,4/26/2024 3:12 AM,6/18/2026 2:20 AM,"Kumari, Supriya",Lists%252fFunnel%2bManagement%2bList%252f8291_.000,Yes
SRCLCM0002,Phil,Steven Mroch,Ganesh Bhat,RDD Labels,€ 0,€ 0,LCM,N/A,SOURCING,Mechanical Parts & Assemblies,SRC,CC,IL2,12/30/2026,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,,,N/A,NO,24,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=6121"">View Entries</a>",Steven Mroch,RDD Labels,Phil,N/A,LCM,SOURCING,Mechanical Parts & Assemblies,SRC,CC,IL2,SRCLCM0002=RDD Labels,6121,0,,4/26/2024 3:12 AM,6/15/2026 12:02 PM,"Kumari, Supriya",Lists%252fFunnel%2bManagement%2bList%252f8290_.000,Yes
HPMLCM006,Tim,Jidhish Sidharthan,Jidhish Sidharthan,3rd Gen. Module Battery failures,€ 0,€ 0,LCM,N/A,SOURCING,Key Components & Electronics,HPM,CC,ILR,12/30/2026,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,,,N/A,NO,33,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=6126"">View Entries</a>",Jidhish Sidharthan,3rd Gen. Module Battery failures,Tim,N/A,LCM,SOURCING,Key Components & Electronics,HPM,CC,ILR,HPMLCM006=3rd Gen. Module Battery failures,6126,0,,5/9/2024 9:39 PM,8/21/2026 12:26 AM,"Kumari, Supriya",Lists%252fFunnel%2bManagement%2bList%252f8348_.000,Yes
NPIHPMDISP1,Tim,Jidhish Sidharthan,Jidhish Sidharthan,Nitro High Resolution Display,€ 0,€ 0,NPI,N/A,SOURCING,Medical ODM Markets,HPM,CC,IL5,5/30/2026,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,,,N/A,NO,23,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=6127"">View Entries</a>",Jidhish Sidharthan,Nitro High Resolution Display,Tim,N/A,NPI,SOURCING,Medical ODM Markets,HPM,CC,IL5,NPIHPMDISP1=Nitro High Resolution Display,6127,0,,5/9/2024 9:39 PM,6/10/2026 5:05 AM,"Kumari, Supriya",Lists%252fFunnel%2bManagement%2bList%252f8347_.000,Yes
RfS-SHA20240401660,Tim,Sushruth Rudrachary,ShivPrakash,PO S9977 73 KOREA Q3 2025,€ 0,€ 0,LCM,N/A,CONCEPT,Personal Health,GB,PH,IL5,3/31/2025,0,,,,,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,,,,,N/A,N/A,19,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=6144"">View Entries</a>",Sushruth Rudrachary,PO S9977 73 KOREA Q3 2025,Tim,N/A,LCM,CONCEPT,Personal Health,GB,PH,IL5,RfS-SHA20240401660=PO S9977 73 KOREA Q3 2025,6144,0,,5/14/2024 3:28 AM,5/13/2026 6:02 AM,"Kumari, Supriya",8355,Yes
RfS-SHA20240401661,Tim,Sushruth Rudrachary,ShivPrakash,PO Q4 2024 S9976 76 for KOREA,€ 0,€ 0,LCM,N/A,CONCEPT,Personal Health,GB,PH,IL5,3/30/2025,0,,,,,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,,,,,N/A,N/A,19,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=6145"">View Entries</a>",Sushruth Rudrachary,PO Q4 2024 S9976 76 for KOREA,Tim,N/A,LCM,CONCEPT,Personal Health,GB,PH,IL5,RfS-SHA20240401661=PO Q4 2024 S9976 76 for KOREA,6145,0,,5/14/2024 3:28 AM,5/13/2026 6:02 AM,"Kumari, Supriya",8354,Yes
CR192500,Tim,Saurabh Agrawal,Sampreet,Mykonos – Anax,€ 0,€ 0,LCM,N/A,CONCEPT,Personal Health,OHC,PH,IL3,12/31/2027,0,,,,,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,,,,,N/A,N/A,31,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=6146"">View Entries</a>",Saurabh Agrawal,Mykonos – Anax,Tim,N/A,LCM,CONCEPT,Personal Health,OHC,PH,IL3,CR192500=Mykonos – Anax,6146,0,,5/14/2024 3:28 AM,8/6/2026 3:01 AM,"Kumari, Supriya",Lists%252fFunnel%2bManagement%2bList%252f8353_.000,Yes
38926,Tim,Jidhish Sidharthan,Jidhish Sidharthan,The current reusable temperature probe supplier TE(MSI) discontinued this portfolio (three part numbres). The potential alternative vendor Sensatronic GmbH is a new vendor to Philips and offered average 40% unit price reduction. The estimated total savin,€ 0,€ 0,PRODUCTIVITY,PROCUREMENT,SOURCING,Key Components & Electronics,HPM,CC,ILR,12/28/2026,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,"€ 200,524.00",€ 0.00,"€ 18,230",€ 0,,,N/A,NO,33,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=6147"">View Entries</a>",Jidhish Sidharthan,The current reusable temperature probe supplier TE(MSI) discontinued this portfolio (three part numbres). The potential alternative vendor Sensatronic GmbH is a new vendor to Philips and offered average 40% unit price reduction. The estimated total savin,Tim,PROCUREMENT,PRODUCTIVITY,SOURCING,Key Components & Electronics,HPM,CC,ILR,38926=The current reusable temperature probe supplier TE(MSI) discontinued this portfolio (three part numbres). The potential alternative vendor Sensatronic GmbH is a new vendor to Philips and offered average 40% unit price reduction. The estimated total savin,6147,0,,5/14/2024 3:28 AM,8/21/2026 12:30 AM,"Kumari, Supriya",Lists%252fFunnel%2bManagement%2bList%252f8352_.000,Yes
SRCLCM0003,Phil,Steven Mroch,Krishna Prasad,V60 project ,€ 0,€ 0,LCM,N/A,SOURCING,Mechanical Parts & Assemblies,SRC,CC,IL3,12/30/2026,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,,,N/A,NO,24,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=6148"">View Entries</a>",Steven Mroch,V60 project ,Phil,N/A,LCM,SOURCING,Mechanical Parts & Assemblies,SRC,CC,IL3,SRCLCM0003=V60 project ,6148,0,,5/14/2024 3:28 AM,6/15/2026 12:02 PM,"Kumari, Supriya",Lists%252fFunnel%2bManagement%2bList%252f8351_.000,Yes
38520,Tim,Sushruth Rudrachary,Kishor Bankar,Batam DFX_MG 2023:Localisation of  Deco Panel S32XX and S33XX 2) 422203311600 -Deco Panel S3000 Hera Laq Bondi Gold,€ 0,€ 0,PRODUCTIVITY,PROCUREMENT,CONCEPT,Mechanical Parts & Assemblies,GB,PH,IL4,11/30/2026,0,,,,,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,"€ 23,119.00",€ 0.00,"€ 7,707",€ 0,,,NO,NO,25,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=6149"">View Entries</a>",Sushruth Rudrachary,Batam DFX_MG 2023:Localisation of  Deco Panel S32XX and S33XX 2) 422203311600 -Deco Panel S3000 Hera Laq Bondi Gold,Tim,PROCUREMENT,PRODUCTIVITY,CONCEPT,Mechanical Parts & Assemblies,GB,PH,IL4,38520=Batam DFX_MG 2023:Localisation of  Deco Panel S32XX and S33XX 2) 422203311600 -Deco Panel S3000 Hera Laq Bondi Gold,6149,0,,5/14/2024 3:28 AM,6/24/2026 2:45 AM,"Kumari, Supriya",Lists%252fFunnel%2bManagement%2bList%252f8152_.000,Yes
RTC-HSH20240500590,Tim,Sushruth Rudrachary,Kirti Deshpande,Phase out Caliburn and Sigma Q4-2024 and Q1 -2025,€ 0,€ 0,LCM,N/A,CONCEPT,Personal Health,GB,PH,IL5,4/30/2025,0,,,,,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,,,,,,N/A,N/A,19,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=6153"">View Entries</a>",Sushruth Rudrachary,Phase out Caliburn and Sigma Q4-2024 and Q1 -2025,Tim,N/A,LCM,CONCEPT,Personal Health,GB,PH,IL5,RTC-HSH20240500590=Phase out Caliburn and Sigma Q4-2024 and Q1 -2025,6153,0,,5/28/2024 6:09 AM,5/13/2026 6:02 AM,"Kumari, Supriya",8494,Yes
LC3304-003,Nishant,Jidhish Sidharthan,Swapnil Kamerkar,FRX Tool transfer - Phase 2 ,€ 0,€ 0,LCM,N/A,SOURCING,Mechanical Parts & Assemblies,EC,CC,ILR,12/30/2026,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,,,N/A,N/A,24,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=6160"">View Entries</a>",Jidhish Sidharthan,FRX Tool transfer - Phase 2 ,Nishant,N/A,LCM,SOURCING,Mechanical Parts & Assemblies,EC,CC,ILR,LC3304-003=FRX Tool transfer - Phase 2 ,6160,0,,5/28/2024 6:09 AM,6/18/2026 2:20 AM,"Kumari, Supriya",Lists%252fFunnel%2bManagement%2bList%252f8487_.000,Yes
CR0113661,Phil,Charles Moses,Anand Navalagi,AOS/EOL - OnSemi ASIC Subtier Factory Closure Risk - Transfer Snowy S1C,"€ 506,502",€ 0,AOS,N/A,SOURCING,Key Components & Electronics,US,PD,IL5,3/27/2026,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,,,N/A,NO,33,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=6161"">View Entries</a>",Charles Moses,AOS/EOL - OnSemi ASIC Subtier Factory Closure Risk - Transfer Snowy S1C,Phil,N/A,AOS,SOURCING,Key Components & Electronics,US,PD,IL5,CR0113661=AOS/EOL - OnSemi ASIC Subtier Factory Closure Risk - Transfer Snowy S1C,6161,0,,5/28/2024 6:09 AM,8/16/2026 5:16 PM,"Kumari, Supriya",Lists%252fFunnel%2bManagement%2bList%252f8486_.000,Yes
CR0112177,Phil,Charles Moses,Anand Navalagi,Harmony ACB U1801 high fail issue,€ 0,€ 0,LCM,N/A,SOURCING,Key Components & Electronics,US,PD,IL3,12/31/2026,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,,,N/A,NO,24,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=6162"">View Entries</a>",Charles Moses,Harmony ACB U1801 high fail issue,Phil,N/A,LCM,SOURCING,Key Components & Electronics,US,PD,IL3,CR0112177=Harmony ACB U1801 high fail issue,6162,0,,5/28/2024 6:09 AM,6/15/2026 12:02 PM,"Kumari, Supriya",Lists%252fFunnel%2bManagement%2bList%252f8485_.000,Yes
CR0113805,Phil,Charles Moses,Anand Navalagi,Seeking for a new label(P/N 9903-041-01) we can print on demand for cost saving,€ 0,€ 0,LCM,N/A,SOURCING,Mechanical Parts & Assemblies,US,PD,IL3,12/31/2026,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,,,N/A,NO,24,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=6163"">View Entries</a>",Charles Moses,Seeking for a new label(P/N 9903-041-01) we can print on demand for cost saving,Phil,N/A,LCM,SOURCING,Mechanical Parts & Assemblies,US,PD,IL3,CR0113805=Seeking for a new label(P/N 9903-041-01) we can print on demand for cost saving,6163,0,,5/28/2024 6:09 AM,6/15/2026 12:02 PM,"Kumari, Supriya",Lists%252fFunnel%2bManagement%2bList%252f8484_.000,Yes
PD42013,Phil,Charles Moses,Anand Navalagi,Updated Control Panel requirements for Knob tactile feedback.,€ 0,€ 0,LCM,N/A,SOURCING,Mechanical Parts & Assemblies,US,PD,IL5,6/30/2026,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,,,N/A,NO,27,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=6164"">View Entries</a>",Charles Moses,Updated Control Panel requirements for Knob tactile feedback.,Phil,N/A,LCM,SOURCING,Mechanical Parts & Assemblies,US,PD,IL5,PD42013=Updated Control Panel requirements for Knob tactile feedback.,6164,0,,5/28/2024 6:09 AM,7/9/2026 6:15 AM,"Kumari, Supriya",Lists%252fFunnel%2bManagement%2bList%252f8483_.000,Yes
PD39540,Phil,Charles Moses,Anand Navalagi,Defective Tilt/Swivel Arms (45356118862X),€ 0,€ 0,CONQ,N/A,CONQ,Mechanical Parts & Assemblies,US,PD,IL3,9/30/2026,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,,,N/A,NO,24,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=6165"">View Entries</a>",Charles Moses,Defective Tilt/Swivel Arms (45356118862X),Phil,N/A,CONQ,CONQ,Mechanical Parts & Assemblies,US,PD,IL3,PD39540=Defective Tilt/Swivel Arms (45356118862X),6165,0,,5/28/2024 6:10 AM,6/15/2026 11:57 AM,"Kumari, Supriya",Lists%252fFunnel%2bManagement%2bList%252f8482_.000,Yes
CR0108153,Phil,Charles Moses,Anand Navalagi,Control Panel swivel not locking,€ 0,€ 0,LCM,N/A,SOURCING,Mechanical Parts & Assemblies,US,PD,IL3,9/30/2026,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,,,N/A,NO,24,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=6169"">View Entries</a>",Charles Moses,Control Panel swivel not locking,Phil,N/A,LCM,SOURCING,Mechanical Parts & Assemblies,US,PD,IL3,CR0108153=Control Panel swivel not locking,6169,0,,5/28/2024 6:10 AM,6/15/2026 12:02 PM,"Kumari, Supriya",Lists%252fFunnel%2bManagement%2bList%252f8477_.000,Yes
PD35735,Phil,Charles Moses,Anand Navalagi,Control Panel swivel not locking,€ 0,€ 0,LCM,N/A,SOURCING,Mechanical Parts & Assemblies,US,PD,IL5,9/30/2025,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,,,N/A,NO,23,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=6171"">View Entries</a>",Charles Moses,Control Panel swivel not locking,Phil,N/A,LCM,SOURCING,Mechanical Parts & Assemblies,US,PD,IL5,PD35735=Control Panel swivel not locking,6171,0,,5/28/2024 6:10 AM,6/10/2026 5:41 AM,"Kumari, Supriya",Lists%252fFunnel%2bManagement%2bList%252f8476_.000,Yes
PD32913,Phil,Charles Moses,Anand Navalagi,Control Panel swivel not locking,€ 0,€ 0,LCM,N/A,SOURCING,Mechanical Parts & Assemblies,US,PD,IL5,11/24/2025,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,,,N/A,NO,23,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=6172"">View Entries</a>",Charles Moses,Control Panel swivel not locking,Phil,N/A,LCM,SOURCING,Mechanical Parts & Assemblies,US,PD,IL5,PD32913=Control Panel swivel not locking,6172,0,,5/28/2024 6:10 AM,6/10/2026 5:41 AM,"Kumari, Supriya",Lists%252fFunnel%2bManagement%2bList%252f8475_.000,Yes
CR0111841,Phil,Charles Moses,Anand Navalagi,"EOL- 453561230401 IND,220UH,5%,50MA,SMD/1210,SPCL<br>","€ 506,502",€ 0,AOS,N/A,SOURCING,Key Components & Electronics,US,PD,IL3,10/30/2026,0,€ 0.00,€ 0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0.00,€ 0.00,€ 0,€ 0,,,N/A,NO,24,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?PageType=4&ListId=%7BE59B70F3%2DD2C8%2D4524%2DAC63%2D41E47F0CF06C%7D&ID=6173"">View Entries</a>",Charles Moses,"EOL- 453561230401 IND,220UH,5%,50MA,SMD/1210,SPCL<br>",Phil,N/A,AOS,SOURCING,Key Components & Electronics,US,PD,IL3,"CR0111841=EOL- 453561230401 IND,220UH,5%,50MA,SMD/1210,SPCL<br>",6173,0,,5/28/2024 6:10 AM,6/15/2026 11:59 AM,"Kumari, Supriya",Lists%252fFunnel%2bManagement%2bList%252f8473_.000,Yes
